0,0.000804,141.93
0,0.00214,84.3
0,0.00226,106.389
0,0.00246,129.342
0,0.00256,73.214
0,0.00291,170.023
0,0.00409,68.863
0,0.00432,57.23
0,0.00455,149.981
0,0.005,131.405
0,0.00588,179.901
0,0.00609,76.323
0,0.00696,213.848
0,0.00778,116.288
0,0.00947,109.255
0,0.009,48.296
0,0.00959,150.116
0,0.00983,140.663
0,0.0102,72.085
0,0.0117,144.682
0,0.011,73.057
0,0.0119,138.009
0,0.0119,69.045
0,0.0123,135.164
0,0.0134,113.888
0,0.0135,88.665
0,0.014,162.072
0,0.014,183.035
0,0.0142,137.69
0,0.0156,123.646
0,0.0158,119.852
0,0.0161,87.61
0,0.0189,111.498
0,0.0189,128.368
0,0.0191,104.164
0,0.0196,102.338
0,0.0208,110.511
0,0.0224,103.634
0,0.0228,98.36
0,0.0231,89.213
0,0.0242,78.691
0,0.0257,139.589
0,0.0264,170.182
0,0.0271,130.951
0,0.0272,172.324
0,0.0273,72.274
0,0.0282,97.855
0,0.0289,146.853
0,0.0296,75.357
0,0.0297,169.597
0,0.0302,107.716
0,0.0302,180.324
0,0.0303,86.015
0,0.0305,120.478
0,0.0312,100.011
0,0.0313,126.359
0,0.0314,0.0
0,0.0327,95.671
0,0.0335,95.684
0,0.0338,73.746
0,0.0339,63.548
0,0.0341,157.791
0,0.0341,73.465
0,0.0349,92.004
0,0.0355,74.291
0,0.036,106.807
0,0.0362,70.273
0,0.0369,76.945
0,0.0369,98.997
0,0.0378,166.882
0,0.039,130.765
0,0.04,0.0
0,0.0401,181.886
0,0.0403,84.333
0,0.0405,94.957
0,0.0412,110.363
0,0.0412,84.899
0,0.0414,80.349
0,0.0421,112.015
0,0.0421,124.461
0,0.0423,78.069
0,0.0427,124.214
0,0.0438,138.712
0,0.044,102.153
0,0.0442,171.584
0,0.0443,76.769
0,0.044,77.482
0,0.0448,67.675
0,0.0452,85.425
0,0.0455,73.146
0,0.0455,94.583
0,0.0456,128.691
0,0.0459,138.752
0,0.0463,109.869
0,0.0463,121.532
0,0.0465,56.318
0,0.0473,96.011
0,0.0495,77.25
0,0.0507,112.746
0,0.0521,109.315
0,0.0533,61.64
0,0.0536,74.997
0,0.0538,80.057
0,0.0538,93.964
0,0.0545,123.341
0,0.0546,68.497
0,0.0546,81.305
0,0.054,79.679
0,0.055,118.105
0,0.0553,129.471
0,0.0559,61.956
0,0.05,62.808
0,0.0568,104.887
0,0.0568,152.728
0,0.0569,122.266
0,0.0576,70.795
0,0.0577,172.897
0,0.0584,68.544
0,0.0591,136.27
0,0.0594,81.953
0,0.0596,150.626
0,0.0598,108.833
0,0.0601,81.807
0,0.0603,74.194
0,0.0605,126.251
0,0.0609,74.05
0,0.06,116.656
0,0.0613,117.359
0,0.0617,94.464
0,0.0623,91.205
0,0.062,88.707
0,0.0629,162.036
0,0.0639,107.638
0,0.0642,75.868
0,0.0643,85.977
0,0.0645,74.581
0,0.0646,104.431
0,0.0646,139.477
0,0.0652,185.015
0,0.0654,129.009
0,0.0656,65.023
0,0.0657,91.47
0,0.0659,137.993
0,0.0659,175.523
0,0.0659,69.801
0,0.0665,74.017
0,0.0671,124.908
0,0.06,71.612
0,0.0678,63.209
0,0.0679,75.341
0,0.0683,77.364
0,0.0683,81.431
0,0.0684,77.048
0,0.0686,68.004
0,0.068,93.777
0,0.0691,77.774
0,0.0692,81.644
0,0.0694,74.389
0,0.0695,112.81
0,0.0696,139.348
0,0.0697,120.05
0,0.0704,65.46
0,0.0707,108.021
0,0.0709,139.035
0,0.0714,202.618
0,0.0717,101.189
0,0.0721,81.818
0,0.0724,132.459
0,0.0729,108.008
0,0.0735,86.364
0,0.0736,108.997
0,0.073,97.201
0,0.0753,68.592
0,0.0754,138.291
0,0.0757,73.761
0,0.0767,114.353
0,0.0776,121.945
0,0.0779,87.035
0,0.0788,59.054
0,0.079,167.449
0,0.0817,104.877
0,0.082,132.393
0,0.0825,132.577
0,0.0831,69.977
0,0.0833,94.839
0,0.0845,133.107
0,0.0845,84.608
0,0.0851,90.081
0,0.0854,91.795
0,0.0855,167.066
0,0.0857,170.103
0,0.0859,113.941
0,0.086,100.304
0,0.0863,128.021
0,0.0869,83.755
0,0.0872,115.047
0,0.0882,125.963
0,0.0885,115.758
0,0.0891,92.73
0,0.0897,82.003
0,0.0908,93.656
0,0.0915,82.484
0,0.0916,100.7
0,0.0921,119.035
0,0.0933,86.341
0,0.0942,133.35
0,0.0944,70.159
0,0.0946,179.433
0,0.0949,77.227
0,0.0951,142.801
0,0.0952,138.016
0,0.0958,129.388
0,0.0959,77.517
0,0.0961,76.727
0,0.0963,90.198
0,0.09,65.825
0,0.0966,92.981
0,0.096,94.275
0,0.0971,42.186
0,0.0971,68.897
0,0.0973,67.561
0,0.0974,83.478
0,0.0976,135.427
0,0.0981,62.918
0,0.0982,70.881
0,0.0984,166.172
0,0.0984,64.687
0,0.0985,91.147
0,0.0989,79.977
0,0.0996,67.256
0,0.0999,84.841
0,0.101,122.205
0,0.103,73.618
0,0.104,84.693
0,0.104,85.952
0,0.105,111.413
0,0.105,136.885
0,0.105,68.08
0,0.105,80.393
0,0.106,137.354
0,0.106,75.807
0,0.106,79.219
0,0.106,83.844
0,0.108,103.846
0,0.108,112.02
0,0.108,165.323
0,0.108,98.239
0,0.109,132.048
0,0.109,84.563
0,0.109,95.877
0,0.111,137.877
0,0.11,129.304
0,0.111,82.82
0,0.11,196.58
0,0.112,140.392
0,0.112,81.665
0,0.113,61.527
0,0.113,79.66
0,0.114,165.644
0,0.114,90.945
0,0.115,102.073
0,0.115,112.275
0,0.115,131.2
0,0.115,167.171
0,0.115,64.222
0,0.115,76.106
0,0.115,91.025
0,0.116,100.629
0,0.116,139.699
